Row_ID,Order_ID,Order_Date_Month,Order_Date_day,Order_Date_Year,Ship_Date_Month,Ship_Date_day,Ship_Date_Year,Ship_Mode,Customer_ID,Postal_Code,Product_ID,Sales,Quantity,Discount,Profit,Time_Frame,Ship_Mode_Rank
8719,CA-2016-120824,6,12,2016,6,16,2016,Second Class,AW-10930,77070,OFF-AR-10003469,11.264,8,0.2,3.9424,4,3
8720,CA-2016-120824,6,12,2016,6,16,2016,Second Class,AW-10930,77070,OFF-PA-10000232,15.552,3,0.2,5.6376,4,3
8721,CA-2016-120824,6,12,2016,6,16,2016,Second Class,AW-10930,77070,FUR-CH-10000229,379.372,2,0.3,-119.2312,4,3
8722,CA-2016-120824,6,12,2016,6,16,2016,Second Class,AW-10930,77070,OFF-ST-10002562,67.536,9,0.2,6.7536,4,3
8723,CA-2016-120824,6,12,2016,6,16,2016,Second Class,AW-10930,77070,OFF-BI-10001525,1.524,2,0.8,-2.667,4,3
8724,US-2016-135209,12,29,2016,12,31,2016,Second Class,MH-17290,33178,OFF-PA-10002986,37.408,7,0.2,13.0928,2,3
8725,US-2016-135209,12,29,2016,12,31,2016,Second Class,MH-17290,33178,OFF-PA-10000143,25.344,6,0.2,8.8704,2,3
8726,CA-2017-148145,3,18,2017,3,23,2017,Standard Class,SW-20275,98115,OFF-AR-10003752,46.2,4,0,21.252,5,4
8727,CA-2015-103870,12,27,2015,12,31,2015,Standard Class,SP-20860,37130,TEC-AC-10002370,4.728,3,0.2,0.7092,4,4
8728,CA-2015-103870,12,27,2015,12,31,2015,Standard Class,SP-20860,37130,FUR-FU-10002030,53.352,3,0.2,16.0056,4,4
8729,CA-2015-103870,12,27,2015,12,31,2015,Standard Class,SP-20860,37130,FUR-BO-10002853,131.104,2,0.2,8.194,4,4
8730,CA-2015-103870,12,27,2015,12,31,2015,Standard Class,SP-20860,37130,OFF-ST-10002562,22.512,3,0.2,2.2512,4,4
8731,CA-2015-103870,12,27,2015,12,31,2015,Standard Class,SP-20860,37130,TEC-AC-10004227,72.744,7,0.2,-12.7302,4,4
8732,CA-2015-111017,7,31,2015,8,6,2015,Standard Class,SC-20695,63116,OFF-SU-10002573,52.59,3,0,15.777,6,4
8733,CA-2017-116988,6,27,2017,6,29,2017,Second Class,PW-19030,98105,OFF-PA-10003848,19.44,3,0,9.3312,2,3
8734,CA-2017-116988,6,27,2017,6,29,2017,Second Class,PW-19030,98105,FUR-FU-10001290,126.3,3,0,40.416,2,3
8735,CA-2017-116988,6,27,2017,6,29,2017,Second Class,PW-19030,98105,TEC-AC-10003832,1287.45,5,0,244.6155,2,3
8736,US-2014-169390,2,7,2014,2,10,2014,Second Class,CS-12250,10024,OFF-ST-10001558,64.96,4,0,9.744,3,3
8737,CA-2016-168774,9,4,2016,9,9,2016,Standard Class,RP-19855,55125,OFF-ST-10001490,535.41,3,0,160.623,5,4
8738,CA-2017-161592,4,6,2017,4,10,2017,Standard Class,CS-12175,37421,OFF-BI-10003669,8.1,5,0.7,-5.94,4,4
8739,US-2017-131961,12,8,2017,12,11,2017,First Class,MJ-17740,19140,OFF-AR-10004441,13.248,4,0.2,3.6432,3,1
8740,US-2017-131961,12,8,2017,12,11,2017,First Class,MJ-17740,19140,TEC-PH-10001924,83.988,2,0.4,-20.997,3,1
8741,CA-2016-102498,7,24,2016,7,25,2016,First Class,JG-15160,70506,OFF-AR-10004456,73.2,5,0,21.228,1,1
8742,CA-2015-113222,11,9,2015,11,9,2015,Same Day,AG-10765,46226,OFF-BI-10001890,10.74,3,0,5.1552,0,2
8743,US-2015-144771,10,2,2015,10,4,2015,First Class,CK-12205,97123,FUR-FU-10000629,11.032,1,0.2,3.0338,2,1
8744,US-2015-144771,10,2,2015,10,4,2015,First Class,CK-12205,97123,TEC-AC-10002323,53.04,3,0.2,-4.641,2,1
8745,CA-2015-162376,11,22,2015,11,25,2015,Second Class,HD-14785,2138,OFF-AR-10003056,17.12,4,0,4.9648,3,3
8746,CA-2015-162376,11,22,2015,11,25,2015,Second Class,HD-14785,2138,OFF-PA-10000300,59.94,3,0,28.1718,3,3
8747,CA-2017-128076,2,2,2017,2,7,2017,Standard Class,BO-11350,92105,FUR-FU-10000293,210.58,2,0,12.6348,5,4
8748,CA-2017-128076,2,2,2017,2,7,2017,Standard Class,BO-11350,92105,OFF-BI-10003638,30.96,2,0.2,10.062,5,4
8749,CA-2017-128076,2,2,2017,2,7,2017,Standard Class,BO-11350,92105,TEC-MA-10002109,239.984,2,0.2,38.9974,5,4
8750,US-2015-163825,6,16,2015,6,19,2015,First Class,LC-16885,10009,OFF-BI-10003527,3050.376,3,0.2,1143.891,3,1
8751,US-2015-163825,6,16,2015,6,19,2015,First Class,LC-16885,10009,TEC-PH-10004922,133.98,2,0,33.495,3,1
8752,CA-2016-105662,5,5,2016,5,9,2016,Standard Class,RB-19465,32303,OFF-PA-10001001,93.248,4,0.2,31.4712,4,4
8753,CA-2016-105662,5,5,2016,5,9,2016,Standard Class,RB-19465,32303,TEC-PH-10001198,177.48,3,0.2,19.9665,4,4
8754,CA-2017-152198,9,9,2017,9,10,2017,First Class,JD-16015,43615,OFF-LA-10000443,17.712,6,0.2,5.9778,1,1
8755,CA-2017-152198,9,9,2017,9,10,2017,First Class,JD-16015,43615,OFF-BI-10003669,4.86,3,0.7,-3.564,1,1
8756,CA-2017-152198,9,9,2017,9,10,2017,First Class,JD-16015,43615,OFF-BI-10001628,6.258,2,0.7,-5.215,1,1
8757,CA-2016-114307,7,22,2016,7,26,2016,Standard Class,MF-17665,21044,OFF-AP-10002350,37.68,2,0,10.5504,4,4
8758,CA-2016-114307,7,22,2016,7,26,2016,Standard Class,MF-17665,21044,OFF-PA-10004100,51.84,8,0,24.8832,4,4
8759,CA-2016-114307,7,22,2016,7,26,2016,Standard Class,MF-17665,21044,FUR-FU-10000794,27.42,3,0,9.3228,4,4
8760,CA-2016-114307,7,22,2016,7,26,2016,Standard Class,MF-17665,21044,OFF-BI-10002012,5.4,3,0,2.592,4,4
8761,CA-2016-159891,1,31,2016,2,6,2016,Standard Class,BF-11170,30318,OFF-BI-10003527,1270.99,1,0,635.495,6,4
8762,CA-2016-159891,1,31,2016,2,6,2016,Standard Class,BF-11170,30318,OFF-EN-10004483,125.36,8,0,58.9192,6,4
8763,CA-2016-112578,12,29,2016,1,2,2017,Standard Class,FO-14305,95823,OFF-ST-10003722,14.03,1,0,4.0687,4,4
8764,CA-2016-112578,12,29,2016,1,2,2017,Standard Class,FO-14305,95823,OFF-SU-10002557,27.96,2,0,7.2696,4,4
8765,CA-2015-107083,11,21,2015,11,27,2015,Standard Class,BB-11545,76106,OFF-AR-10002257,5.344,2,0.2,0.7348,6,4
8766,CA-2015-107083,11,21,2015,11,27,2015,Standard Class,BB-11545,76106,OFF-BI-10000756,1.696,2,0.8,-2.544,6,4
8767,CA-2015-107083,11,21,2015,11,27,2015,Standard Class,BB-11545,76106,OFF-AP-10004136,24.588,3,0.8,-67.617,6,4
8768,CA-2015-107083,11,21,2015,11,27,2015,Standard Class,BB-11545,76106,OFF-BI-10002194,7.98,5,0.8,-13.167,6,4
8769,CA-2015-151722,10,5,2015,10,9,2015,Standard Class,IL-15100,43229,TEC-AC-10000892,288,4,0.2,57.6,4,4
8770,CA-2016-151148,9,12,2016,9,13,2016,Same Day,PO-19180,80027,TEC-PH-10001870,146.952,3,0.2,9.1845,1,2
8771,CA-2016-151148,9,12,2016,9,13,2016,Same Day,PO-19180,80027,FUR-CH-10002304,83.136,4,0.2,5.196,1,2
8772,CA-2017-115882,9,14,2017,9,17,2017,First Class,DB-13555,27604,OFF-AP-10002534,942.784,4,0.2,94.2784,3,1
8773,CA-2017-115882,9,14,2017,9,17,2017,First Class,DB-13555,27604,OFF-PA-10001125,74.352,3,0.2,23.235,3,1
8774,CA-2015-132276,2,23,2015,2,28,2015,Standard Class,LC-16960,10024,OFF-AP-10000804,26.88,6,0,6.72,5,4
8775,CA-2015-132276,2,23,2015,2,28,2015,Standard Class,LC-16960,10024,OFF-BI-10002982,10.896,2,0.2,3.8136,5,4
8776,CA-2016-163636,12,5,2016,12,9,2016,Second Class,MP-18175,60623,OFF-AR-10001547,3.536,2,0.2,0.3094,4,3
8777,CA-2016-102813,7,2,2016,7,3,2016,First Class,EA-14035,77340,FUR-CH-10000665,528.43,5,0.3,0,1,1
8778,CA-2016-102813,7,2,2016,7,3,2016,First Class,EA-14035,77340,OFF-PA-10000520,41.472,8,0.2,14.5152,1,1
8779,CA-2017-135377,12,13,2017,12,18,2017,Standard Class,BP-11095,10024,FUR-BO-10004015,287.976,3,0.2,7.1994,5,4
8780,CA-2015-165813,3,20,2015,3,22,2015,Second Class,BM-11785,97301,OFF-ST-10004258,29.304,3,0.2,2.5641,2,3
8781,CA-2015-133585,3,1,2015,3,4,2015,First Class,CM-12715,77070,OFF-AR-10003696,55.328,2,0.2,6.2244,3,1
8782,CA-2015-133585,3,1,2015,3,4,2015,First Class,CM-12715,77070,FUR-BO-10001811,1227.9984,6,0.32,-36.1176,3,1
8783,CA-2016-116911,9,15,2016,9,20,2016,Standard Class,JD-16150,83301,OFF-BI-10001249,20.416,4,0.2,6.6352,5,4
8784,CA-2016-116911,9,15,2016,9,20,2016,Standard Class,JD-16150,83301,FUR-TA-10003473,1128.39,3,0,259.5297,5,4
8785,US-2017-129224,3,17,2017,3,23,2017,Standard Class,AS-10630,37918,OFF-LA-10003190,4.608,2,0.2,1.6704,6,4
8786,CA-2017-145765,5,28,2017,6,2,2017,Standard Class,CM-11815,85023,TEC-PH-10001305,195.96,5,0.2,19.596,5,4
8787,CA-2017-145765,5,28,2017,6,2,2017,Standard Class,CM-11815,85023,OFF-PA-10001534,15.552,3,0.2,5.4432,5,4
8788,CA-2017-145765,5,28,2017,6,2,2017,Standard Class,CM-11815,85023,TEC-AC-10000844,271.968,4,0.2,54.3936,5,4
8789,CA-2017-126914,6,15,2017,6,19,2017,Standard Class,JE-15715,28110,FUR-CH-10000847,698.352,3,0.2,52.3764,4,4
8790,CA-2017-126914,6,15,2017,6,19,2017,Standard Class,JE-15715,28110,FUR-BO-10000468,77.728,2,0.2,-3.8864,4,4
8791,CA-2015-169572,9,6,2015,9,12,2015,Standard Class,AG-10525,23223,OFF-BI-10002799,46.62,9,0,21.4452,6,4
8792,CA-2017-162075,3,18,2017,3,24,2017,Standard Class,TT-21220,77041,TEC-PH-10001557,537.544,7,0.2,47.0351,6,4
8793,CA-2014-162992,12,19,2014,12,21,2014,First Class,BP-11095,90008,OFF-LA-10001934,14.62,2,0,6.8714,2,1
8794,CA-2014-162992,12,19,2014,12,21,2014,First Class,BP-11095,90008,OFF-FA-10004248,22.55,5,0,8.7945,2,1
8795,CA-2014-162992,12,19,2014,12,21,2014,First Class,BP-11095,90008,TEC-PH-10001944,583.8,5,0.2,72.975,2,1
8796,CA-2014-162992,12,19,2014,12,21,2014,First Class,BP-11095,90008,TEC-PH-10002085,211.168,4,0.2,15.8376,2,1
8797,CA-2016-106397,7,7,2016,7,13,2016,Standard Class,MJ-17740,84057,OFF-PA-10003441,12.96,2,0,6.2208,6,4
8798,CA-2016-106397,7,7,2016,7,13,2016,Standard Class,MJ-17740,84057,OFF-AR-10004602,45.98,2,0,12.8744,6,4
8799,US-2016-150140,4,6,2016,4,10,2016,Standard Class,VM-21685,5408,TEC-PH-10002555,1294.75,5,0,336.635,4,4
8800,CA-2014-116666,5,8,2014,5,10,2014,First Class,KT-16480,19134,TEC-CO-10001449,1799.97,5,0.4,239.996,2,1
8801,CA-2017-148992,11,23,2017,11,27,2017,Standard Class,CS-12250,60623,OFF-PA-10004285,10.688,2,0.2,3.7408,4,4
8802,CA-2016-140935,11,10,2016,11,12,2016,First Class,AB-10015,73120,TEC-PH-10000562,221.98,2,0,62.1544,2,1
8803,CA-2016-140935,11,10,2016,11,12,2016,First Class,AB-10015,73120,FUR-BO-10003966,341.96,2,0,54.7136,2,1
8804,CA-2014-157644,12,31,2014,1,1,2015,First Class,AH-10030,10035,TEC-AC-10003614,34.77,3,0,11.4741,1,1
8805,CA-2014-157644,12,31,2014,1,1,2015,First Class,AH-10030,10035,OFF-LA-10003148,18.9,3,0,8.694,1,1
8806,US-2017-100398,8,19,2017,8,23,2017,Standard Class,DO-13435,84106,OFF-BI-10002133,102.72,3,0.2,37.236,4,4
8807,CA-2016-113082,9,12,2016,9,16,2016,Standard Class,MC-17590,13501,FUR-FU-10002813,40.48,2,0,14.5728,4,4
8808,US-2017-110646,10,26,2017,10,31,2017,Standard Class,JF-15190,19134,OFF-BI-10004330,33.282,3,0.7,-27.735,5,4
8809,US-2017-110646,10,26,2017,10,31,2017,Standard Class,JF-15190,19134,TEC-PH-10002807,118.65,5,0.4,19.775,5,4
8810,US-2017-110646,10,26,2017,10,31,2017,Standard Class,JF-15190,19134,OFF-LA-10001404,14.76,5,0.2,4.9815,5,4
8811,CA-2017-120614,5,30,2017,6,4,2017,Standard Class,SM-20950,90004,OFF-PA-10004911,37.52,4,0,18.0096,5,4
8812,US-2016-140172,3,8,2016,3,13,2016,Standard Class,SP-20650,49201,OFF-AP-10004233,207.144,3,0.1,48.3336,5,4
8813,US-2016-140172,3,8,2016,3,13,2016,Standard Class,SP-20650,49201,OFF-AR-10002766,13.9,5,0,3.753,5,4
8814,CA-2015-127754,7,26,2015,7,31,2015,Standard Class,CK-12760,85301,FUR-CH-10003199,266.352,3,0.2,13.3176,5,4
8815,CA-2015-144274,11,23,2015,11,25,2015,Second Class,PW-19240,19805,TEC-PH-10003012,307.98,2,0,89.3142,2,3
8816,CA-2015-144274,11,23,2015,11,25,2015,Second Class,PW-19240,19805,OFF-PA-10001583,44.1,6,0,20.727,2,3
8817,CA-2015-144274,11,23,2015,11,25,2015,Second Class,PW-19240,19805,OFF-AR-10001940,13.12,4,0,5.6416,2,3
8818,CA-2015-144274,11,23,2015,11,25,2015,Second Class,PW-19240,19805,OFF-EN-10003286,16.56,2,0,7.7832,2,3
8819,CA-2015-144274,11,23,2015,11,25,2015,Second Class,PW-19240,19805,OFF-PA-10003441,38.88,6,0,18.6624,2,3
8820,CA-2015-142930,11,28,2015,12,2,2015,Standard Class,EB-14170,78745,OFF-PA-10003395,335.52,4,0.2,117.432,4,4
8821,CA-2017-100622,11,3,2017,11,7,2017,Standard Class,DK-13090,32839,TEC-CO-10003236,959.984,2,0.2,311.9948,4,4
8822,CA-2017-100622,11,3,2017,11,7,2017,Standard Class,DK-13090,32839,OFF-BI-10002982,4.086,2,0.7,-2.9964,4,4
8823,CA-2017-100622,11,3,2017,11,7,2017,Standard Class,DK-13090,32839,OFF-AR-10004010,55.984,2,0.2,4.1988,4,4
8824,CA-2017-100622,11,3,2017,11,7,2017,Standard Class,DK-13090,32839,OFF-PA-10002947,10.688,2,0.2,3.7408,4,4
8825,CA-2017-117156,3,21,2017,3,23,2017,Second Class,TB-21055,19601,OFF-EN-10003845,8.856,3,0.2,2.8782,2,3
8826,CA-2015-115399,12,19,2015,12,22,2015,First Class,AG-10900,19134,OFF-LA-10003190,6.912,3,0.2,2.5056,3,1
8827,US-2014-157847,4,2,2014,4,6,2014,Second Class,SC-20020,77095,OFF-PA-10002986,26.72,5,0.2,9.352,4,3
8828,US-2014-157847,4,2,2014,4,6,2014,Second Class,SC-20020,77095,OFF-PA-10001593,33.488,7,0.2,10.465,4,3
8829,CA-2015-115168,6,5,2015,6,9,2015,Standard Class,BB-11545,63301,OFF-PA-10000528,10.56,2,0,4.752,4,4
8830,CA-2014-109680,10,6,2014,10,9,2014,First Class,VP-21760,46203,OFF-ST-10001932,386.34,2,0,54.0876,3,1
8831,CA-2016-167983,8,21,2016,8,24,2016,Second Class,RP-19270,98115,OFF-BI-10003727,33.44,10,0.2,11.704,3,3
8832,CA-2015-145324,11,15,2015,11,19,2015,Standard Class,DH-13675,22801,FUR-FU-10002759,39.96,2,0,14.3856,4,4
8833,CA-2015-153423,6,22,2015,6,27,2015,Standard Class,SW-20455,14609,OFF-BI-10000545,1217.568,2,0.2,456.588,5,4
8834,US-2017-132675,9,24,2017,9,28,2017,Standard Class,KF-16285,30328,OFF-ST-10004950,15.51,1,0,3.8775,4,4
8835,US-2017-132675,9,24,2017,9,28,2017,Standard Class,KF-16285,30328,TEC-PH-10003171,89.9,2,0,25.172,4,4
8836,US-2017-132675,9,24,2017,9,28,2017,Standard Class,KF-16285,30328,OFF-AR-10000614,14.28,4,0,3.7128,4,4
8837,US-2017-132675,9,24,2017,9,28,2017,Standard Class,KF-16285,30328,OFF-AR-10000034,12.72,3,0,4.9608,4,4
8838,US-2017-132675,9,24,2017,9,28,2017,Standard Class,KF-16285,30328,OFF-LA-10003766,15.75,5,0,7.56,4,4
8839,CA-2014-153808,4,6,2014,4,10,2014,Second Class,FH-14275,90004,OFF-AR-10001725,70.95,3,0,18.447,4,3
8840,CA-2014-153808,4,6,2014,4,10,2014,Second Class,FH-14275,90004,OFF-BI-10002794,65.568,2,0.2,23.7684,4,3
8841,CA-2014-153808,4,6,2014,4,10,2014,Second Class,FH-14275,90004,TEC-AC-10004171,299.97,3,0,131.9868,4,3
8842,US-2016-112396,2,9,2016,2,13,2016,Standard Class,JR-16210,94110,TEC-AC-10003628,89.97,3,0,39.5868,4,4
8843,US-2016-112396,2,9,2016,2,13,2016,Standard Class,JR-16210,94110,TEC-AC-10004761,31.86,2,0,11.151,4,4
8844,CA-2014-141173,11,18,2014,11,20,2014,Second Class,JC-16105,55407,OFF-ST-10000885,67.15,5,0,16.7875,2,3
8845,CA-2017-156664,12,18,2017,12,23,2017,Standard Class,BP-11290,43229,OFF-BI-10004209,7.236,3,0.7,-6.03,5,4
8846,CA-2017-156664,12,18,2017,12,23,2017,Standard Class,BP-11290,43229,OFF-FA-10002988,4.824,3,0.2,1.7487,5,4
8847,CA-2017-156664,12,18,2017,12,23,2017,Standard Class,BP-11290,43229,OFF-PA-10002222,91.36,5,0.2,29.692,5,4
8848,CA-2017-156664,12,18,2017,12,23,2017,Standard Class,BP-11290,43229,OFF-AP-10004487,130.112,2,0.2,13.0112,5,4
8849,CA-2015-140718,7,2,2015,7,4,2015,First Class,FA-14230,27604,TEC-PH-10003505,74.24,1,0.2,8.352,2,1
8850,CA-2015-140718,7,2,2015,7,4,2015,First Class,FA-14230,27604,FUR-FU-10000076,159.84,10,0.2,45.954,2,1
8851,CA-2015-140718,7,2,2015,7,4,2015,First Class,FA-14230,27604,OFF-BI-10004728,2.892,2,0.7,-2.3136,2,1
8852,CA-2015-140718,7,2,2015,7,4,2015,First Class,FA-14230,27604,OFF-PA-10002250,9.392,2,0.2,3.2872,2,1
8853,CA-2014-119977,10,8,2014,10,13,2014,Second Class,DN-13690,10011,OFF-PA-10003823,123.92,4,0,55.764,5,3
8854,US-2015-115343,9,22,2015,9,25,2015,First Class,FO-14305,19143,OFF-SU-10000898,55.6,5,0.2,6.255,3,1
8855,US-2015-115343,9,22,2015,9,25,2015,First Class,FO-14305,19143,TEC-AC-10003832,617.976,3,0.2,-7.7247,3,1
8856,CA-2017-163671,12,24,2017,12,30,2017,Standard Class,DP-13105,83642,OFF-BI-10001679,21.312,3,0.2,7.992,6,4
8857,CA-2017-135909,10,13,2017,10,20,2017,Standard Class,JW-15220,95823,TEC-AC-10002335,209.94,6,0,39.8886,7,4
8858,CA-2017-135909,10,13,2017,10,20,2017,Standard Class,JW-15220,95823,TEC-PH-10003187,31.984,2,0.2,-7.996,7,4
8859,CA-2017-135909,10,13,2017,10,20,2017,Standard Class,JW-15220,95823,OFF-BI-10003527,5083.96,5,0.2,1906.485,7,4
8860,US-2017-114356,8,20,2017,8,26,2017,Standard Class,TT-21460,28205,TEC-PH-10003171,35.96,1,0.2,3.596,6,4
8861,CA-2015-125934,9,11,2015,9,18,2015,Standard Class,SN-20560,7501,OFF-LA-10000414,31.05,3,0,14.904,7,4
8862,CA-2015-125934,9,11,2015,9,18,2015,Standard Class,SN-20560,7501,FUR-FU-10002107,8.92,4,0,3.9248,7,4
8863,CA-2015-125934,9,11,2015,9,18,2015,Standard Class,SN-20560,7501,OFF-BI-10004593,209.6,4,0,96.416,7,4
8864,CA-2015-125934,9,11,2015,9,18,2015,Standard Class,SN-20560,7501,OFF-AP-10003860,111.04,4,0,29.9808,7,4
8865,CA-2015-125934,9,11,2015,9,18,2015,Standard Class,SN-20560,7501,OFF-PA-10000556,38.88,6,0,18.6624,7,4
8866,CA-2015-158148,12,20,2015,12,26,2015,Standard Class,JM-15865,22204,OFF-AP-10003281,36.27,3,0,10.881,6,4
8867,CA-2014-120411,9,20,2014,9,23,2014,First Class,SB-20185,60653,FUR-BO-10004218,493.43,5,0.3,-70.49,3,1
8868,CA-2014-120411,9,20,2014,9,23,2014,First Class,SB-20185,60653,TEC-PH-10002185,11.12,2,0.2,3.475,3,1
8869,CA-2016-158260,11,4,2016,11,8,2016,Standard Class,CC-12475,92037,TEC-MA-10003176,686.4,2,0.2,77.22,4,4
8870,CA-2017-101805,12,1,2017,12,6,2017,Standard Class,SH-19975,98105,OFF-BI-10002003,15.92,5,0.2,5.373,5,4
8871,CA-2017-101805,12,1,2017,12,6,2017,Standard Class,SH-19975,98105,FUR-FU-10000023,70.68,12,0,31.0992,5,4
8872,CA-2017-101805,12,1,2017,12,6,2017,Standard Class,SH-19975,98105,OFF-ST-10002756,541.24,4,0,5.4124,5,4
8873,US-2014-105137,10,10,2014,10,10,2014,Same Day,RB-19435,43229,TEC-MA-10002694,101.994,2,0.7,-71.3958,0,2
8874,US-2014-105137,10,10,2014,10,10,2014,Same Day,RB-19435,43229,OFF-BI-10002429,18.264,2,0.7,-13.3936,0,2
8875,CA-2017-142489,11,14,2017,11,16,2017,Second Class,TC-21295,77095,OFF-BI-10003684,21.99,5,0.8,-32.985,2,3
8876,US-2016-141264,8,13,2016,8,19,2016,Standard Class,CT-11995,75061,OFF-SU-10003505,185.376,2,0.2,-34.758,6,4
8877,US-2016-141264,8,13,2016,8,19,2016,Standard Class,CT-11995,75061,OFF-AP-10002534,58.924,1,0.8,-153.2024,6,4
8878,CA-2017-126928,9,17,2017,9,23,2017,Standard Class,GZ-14470,7960,TEC-MA-10004626,480,4,0,225.6,6,4
8879,CA-2017-126928,9,17,2017,9,23,2017,Standard Class,GZ-14470,7960,OFF-ST-10000615,34.05,3,0,9.534,6,4
8880,US-2015-107944,3,23,2015,3,25,2015,First Class,AM-10360,90008,OFF-PA-10000659,192.72,11,0,92.5056,2,1
8881,US-2015-107944,3,23,2015,3,25,2015,First Class,AM-10360,90008,TEC-AC-10000736,239.97,3,0,86.3892,2,1
8882,CA-2016-135594,6,30,2016,7,3,2016,Second Class,AH-10120,60505,TEC-AC-10003038,50.12,7,0.2,-0.6265,3,3
8883,US-2017-115252,10,20,2017,10,25,2017,Standard Class,MY-18295,27707,TEC-PH-10004071,15.984,2,0.2,1.3986,5,4
8884,US-2017-115252,10,20,2017,10,25,2017,Standard Class,MY-18295,27707,OFF-PA-10001667,14.352,3,0.2,4.485,5,4
8885,CA-2014-107398,8,25,2014,8,30,2014,Standard Class,BS-11590,43229,OFF-BI-10001982,6.528,4,0.7,-4.5696,5,4
8886,CA-2014-107398,8,25,2014,8,30,2014,Standard Class,BS-11590,43229,OFF-BI-10004141,2.862,3,0.7,-2.2896,5,4
8887,CA-2014-107398,8,25,2014,8,30,2014,Standard Class,BS-11590,43229,OFF-BI-10002103,20.856,8,0.7,-16.6848,5,4
8888,CA-2014-169642,7,27,2014,7,30,2014,Second Class,BB-10990,90036,OFF-ST-10002574,276.28,2,0,0,3,3
8889,CA-2017-103968,12,1,2017,12,7,2017,Standard Class,ML-17755,95207,FUR-FU-10003394,629.64,9,0,107.0388,6,4
8890,CA-2016-147256,10,17,2016,10,21,2016,Second Class,FC-14245,65203,TEC-PH-10003072,449.97,3,0,220.4853,4,3
8891,CA-2016-147256,10,17,2016,10,21,2016,Second Class,FC-14245,65203,OFF-AP-10003057,1927.59,7,0,751.7601,4,3
8892,CA-2016-162159,9,16,2016,9,18,2016,First Class,CR-12625,31907,FUR-CH-10001146,121.78,2,0,30.445,2,1
8893,CA-2015-111038,12,1,2015,12,6,2015,Standard Class,LC-16960,92037,FUR-CH-10003973,2676.672,9,0.2,267.6672,5,4
8894,CA-2014-124723,8,5,2014,8,12,2014,Standard Class,GZ-14470,77590,FUR-TA-10001307,489.23,2,0.3,41.934,7,4
8895,CA-2016-167241,8,15,2016,8,22,2016,Standard Class,BD-11320,90004,FUR-FU-10004071,312.03,3,0,43.6842,7,4
8896,CA-2016-167241,8,15,2016,8,22,2016,Standard Class,BD-11320,90004,OFF-ST-10001505,17.94,3,0,3.0498,7,4
8897,CA-2016-167241,8,15,2016,8,22,2016,Standard Class,BD-11320,90004,TEC-PH-10004614,165.6,3,0.2,10.35,7,4
8898,CA-2016-167241,8,15,2016,8,22,2016,Standard Class,BD-11320,90004,OFF-PA-10004911,37.52,4,0,18.0096,7,4
8899,CA-2015-163237,8,7,2015,8,9,2015,Second Class,EM-14095,22153,TEC-PH-10003601,494.97,3,0,148.491,2,3
8900,CA-2015-163237,8,7,2015,8,9,2015,Second Class,EM-14095,22153,OFF-LA-10004545,25.06,2,0,11.7782,2,3
8901,CA-2016-150483,5,31,2016,6,4,2016,Standard Class,BP-11290,62521,FUR-FU-10001379,32.064,3,0.6,-12.8256,4,4
8902,CA-2016-150483,5,31,2016,6,4,2016,Standard Class,BP-11290,62521,OFF-PA-10001846,18.496,4,0.2,6.7048,4,4
8903,CA-2016-150483,5,31,2016,6,4,2016,Standard Class,BP-11290,62521,FUR-CH-10000422,191.079,3,0.3,-38.2158,4,4
8904,CA-2016-150483,5,31,2016,6,4,2016,Standard Class,BP-11290,62521,OFF-PA-10004621,10.368,2,0.2,3.6288,4,4
8905,US-2016-126431,7,1,2016,7,1,2016,Same Day,SU-20665,10009,OFF-LA-10001474,30.53,1,0,14.0438,0,2
8906,US-2016-126431,7,1,2016,7,1,2016,Same Day,SU-20665,10009,TEC-AC-10001635,30.84,3,0,6.168,0,2
8907,US-2016-126431,7,1,2016,7,1,2016,Same Day,SU-20665,10009,OFF-PA-10001950,75.06,9,0,33.777,0,2
8908,CA-2016-139934,12,18,2016,12,20,2016,First Class,AY-10555,94110,TEC-PH-10001552,66.976,7,0.2,6.6976,2,1
8909,CA-2015-109603,1,26,2015,2,1,2015,Standard Class,EM-13825,92553,OFF-PA-10003790,182.72,8,0,84.0512,6,4
8910,CA-2017-160661,10,28,2017,11,1,2017,Standard Class,SA-20830,2149,OFF-LA-10002475,21.93,3,0,10.3071,4,4
8911,CA-2017-102610,11,4,2017,11,8,2017,Standard Class,CA-12265,37421,TEC-AC-10000303,95.976,3,0.2,15.5961,4,4
8912,CA-2017-102610,11,4,2017,11,8,2017,Standard Class,CA-12265,37421,TEC-PH-10000127,143.928,9,0.2,-32.3838,4,4
8913,CA-2017-102610,11,4,2017,11,8,2017,Standard Class,CA-12265,37421,OFF-BI-10004364,3.564,2,0.7,-2.97,4,4
8914,CA-2017-102610,11,4,2017,11,8,2017,Standard Class,CA-12265,37421,OFF-LA-10002195,4.928,2,0.2,1.7248,4,4
8915,US-2016-144057,5,9,2016,5,13,2016,Standard Class,CV-12805,78745,OFF-ST-10001490,856.656,6,0.2,107.082,4,4
8916,US-2016-144057,5,9,2016,5,13,2016,Standard Class,CV-12805,78745,OFF-BI-10002852,13.184,4,0.8,-20.4352,4,4
8917,US-2016-144057,5,9,2016,5,13,2016,Standard Class,CV-12805,78745,OFF-AP-10000390,48.784,4,0.8,-131.7168,4,4
8918,US-2016-144057,5,9,2016,5,13,2016,Standard Class,CV-12805,78745,OFF-PA-10004327,76.64,2,0.2,26.824,4,4
